n_users,n_items,n_inter,sparsity,kg_entities,kg_relations,kg_triples,kg_items,cpu_cores,ram_size,is_gpu,model_name,model_type,emissions
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,NCEPLRec,general,0.000869290275862
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,NCL,general,1.7171839942636644e-07
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,NCL,general,0.0005331058536189
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,NGCF,general,0.0004056488943194
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,NGCF,general,0.0116710025196184
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,NNCF,general,0.0195372344121278
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,NeuMF,general,0.0001063340974005
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,NeuMF,general,0.0029138749130694
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,Pop,general,5.986495389226874e-07
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,Pop,general,0.00018088501885
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,Random,general,3.67251554558688e-07
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,Random,general,0.0002053629495037
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,RecVAE,general,4.255881072450221e-05
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,RecVAE,general,0.0019339048033318
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,RippleNet,knowledge,0.0070052655217811
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,RippleNet,knowledge,0.164912639685537
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,SGL,general,0.0011268025702852
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,SGL,general,0.0376178660934144
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,SLIMElastic,general,5.507114053409837e-05
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,SLIMElastic,general,0.0027974777068412
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,SimpleX,general,6.097554885346136e-05
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,SimpleX,general,0.0026994455166009
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,12,64.0,1.0,SpectralCF,general,0.0004878114891293
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,16.0,0.0,SpectralCF,general,0.0142429652508708
6040,3706,1000209,0.9553163743776871,79347,49,385923,3655,4,27.40581512451172,1.0,SpectralCF,general,0.0056326506480432
